id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p018,2022-04-04,03:12:22,2022-04-04,03:24:47,100,744,EN-GB,Agree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,10,10,15,5,15,5,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,15,5,10,10,10,10,Completely,Somewhat,Completely,Not very much,Somewhat,Somewhat,None at all,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Rather important,8,4,3,8,6,7,6,7,7,4,7,2,7,7,3,18,Female,18-24,NA,Labour,Very liberal,Above average,Student,Some college / university,Single (never married),0,1,7,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,East Wales,"Leicestershire, Rutland and Northamptonshire",NA,No,NA,3,1,2,2,1,1,4,3,4,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
p019,2022-04-04,03:15:06,2022-04-04,03:25:23,100,617,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,20,0,10,10,Somewhat Disagree,S,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,20,0,20,0,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,6,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,3,18,Female,25-34,NA,No affiliation,Moderate,Average,Employed (full-time),Completed college / university,Single (never married),0,1,5,Yes,"Up to 2,000 inhabitants",I moved once or twice,NA,NA,Northern Ireland,Northern Ireland,NA,No,NA,1,2,4,3,1,3,3,1,4,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,0.67
p020,2022-04-04,03:16:23,2022-04-04,03:26:45,100,622,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,20,0,20,0,15,5,Somewhat Disagree,J,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,10,10,15,5,10,10,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,15,5,12,8,5,15,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Not very much,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Rather important,6,1 - Strongly Disagree,5 - Neither Agree nor Disagree,4,9 - Strongly Agree,6,9 - Strongly Agree,9 - Strongly Agree,3,9 - Strongly Agree,7,1 - Strongly Disagree,6,9 - Strongly Agree,4,18,Female,18-24,NA,Labour,Somewhat liberal,Average,Student,Post-graduate degree,In a relationship (but currently unmarried),0,1,4,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,NA,NA,West Yorkshire,Greater Manchester,Attitudes towards others depending on demographic,No,NA,1,1,4,1,1,2,3,1,5,EN-GB,British,£,0.067,allofirst,secondletter,J,H,allocator,min_out,Group H,20,20,1.34
p021,2022-04-04,03:17:49,2022-04-04,03:27:35,100,585,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,15,5,20,0,20,0,Somewhat Disagree,J,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,10,10,20,0,20,0,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,15,5,20,0,20,0,Somewhat,Not at all,Somewhat,Not very much,Not at all,Not very much,None at all,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not very important,Not very important,3,3,4,5 - Neither Agree nor Disagree,4,6,4,6,6,5 - Neither Agree nor Disagree,6,4,6,5 - Neither Agree nor Disagree,5,18,Male,25-34,NA,No affiliation,A little conservative,Below average,Employed (full-time),Completed college / university,Single (never married),0,1,8,Yes,"Up to 2,000 inhabitants",I moved 3-5 times,NA,NA,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,People's attitudes to outsiders,No,NA,2,2,2,3,2,2,4,2,4,EN-GB,British,£,0.067,attfirst,secondletter,J,H,recipient,nat_in_out,another national group,10,10,0.67
p022,2022-04-04,03:16:21,2022-04-04,03:27:56,100,695,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,10,10,15,5,13,7,Somewhat Disagree,S,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,10,10,12,8,10,10,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Not very much,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,7,7,7,6,8,4,7,8,5 - Neither Agree nor Disagree,7,7,7,5 - Neither Agree nor Disagree,8,3,18,Female,25-34,NA,No affiliation,Moderate,Average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),1,1,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,East Yorkshire and Northern Lincolnshire,East Yorkshire and Northern Lincolnshire,Feelings towards other groups of people and family members,No,NA,2,4,2,4,2,3,3,2,3,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,min_in,Group S,10,10,0.67
p023,2022-04-04,03:15:41,2022-04-04,03:28:05,100,744,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Disagree,K,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,8,6,5 - Neither Agree nor Disagree,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,1 - Not very true of me,18,Female,25-34,NA,No affiliation,Moderate,Average,Other,Completed college / university,In a relationship (but currently unmarried),2,0,14,No,"Up to 2,000 inhabitants",I moved once or twice,NA,NA,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",NA,No,NA,1,3,5,1,1,3,1,1,5,EN-GB,British,£,0.067,allofirst,firstletter,K,M,recipient,nat_out_self,another national group,10,10,0.67
p024,2022-04-04,03:16:17,2022-04-04,03:28:33,100,735,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,10,10,20,0,20,0,Somewhat Disagree,J,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,10,10,15,5,15,5,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,15,5,15,5,10,10,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,6,8,7,6,8,8,9 - Strongly Agree,8,6,6,5 - Neither Agree nor Disagree,4,5 - Neither Agree nor Disagree,6,5,18,Female,25-34,NA,No affiliation,Moderate,Average,Employed (full-time),Some college / university,Married,1,0,2,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,Shropshire and Staffordshire,Shropshire and Staffordshire,Enjoyable,No,NA,1,2,1,4,1,2,4,2,3,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,nat_in,your national group,15,15,1.005
p025,2022-04-04,03:15:59,2022-04-04,03:28:59,100,780,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,12,8,15,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,15,5,16,4,10,10,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,12,8,12,8,12,8,Not very much,Not very much,Somewhat,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not very important,Not very important,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5,18,Female,45-54,NA,Other party,A little liberal,Average,Employed (full-time),Completed college / university,Married,1,4,4,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,West Wales and The Valleys,West Wales and The Valleys,N/A,No,NA,3,3,3,3,3,3,3,3,3,EN-GB,British,£,0.067,allofirst,firstletter,P,S,allocator,min_in,Group P,12,12,0.804
p026,2022-04-04,03:14:45,2022-04-04,03:29:00,100,855,EN-GB,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,20,0,10,10,10,10,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,10,10,10,10,8,12,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Quite a lot,Quite a lot,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,6,7,6,3,8,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,6,4,7,7,4,7,3,18,Male,45-54,NA,Labour,Moderate,Average,Employed (part-time),Post-graduate degree,Married,1,1,6,No,"More than 500,000 inhabitants",I moved once or twice,NA,NA,East Wales,East Wales,Relationships and trust with family,No,NA,2,2,4,2,1,1,5,1,5,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,nat_out,another national group,10,10,0.67
p027,2022-04-04,03:17:56,2022-04-04,03:29:17,100,680,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,20,0,20,0,10,10,Somewhat Disagree,J,Agree,Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,15,5,20,0,20,0,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,20,0,20,0,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,6,4,5 - Neither Agree nor Disagree,6,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,8,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,6,8,4,18,Male,55-64,NA,Other party,A little conservative,Below average,Pensioned/Retired,Completed college / university,Married,0,1,5,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,Cheshire,"Surrey, East and West Sussex",NA,No,NA,1,3,2,4,1,2,4,1,5,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,0.67
p028,2022-04-04,03:15:47,2022-04-04,03:29:17,100,810,EN-GB,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,20,0,Somewhat Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat,Not very much,Completely,Not very much,Somewhat,Somewhat,None at all,Quite a lot,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Not at all important,9 - Strongly Agree,1 - Strongly Disagree,1 - Strongly Disagree,6,6,8,5 - Neither Agree nor Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,8,8,1 - Strongly Disagree,1 - Strongly Disagree,8,6,18,Female,18-24,NA,Labour,Very liberal,Far below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,5,13,Yes,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,East Wales,East Wales,NA,No,NA,2,4,1,3,2,2,2,2,4,EN-GB,British,£,0.067,attfirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,0.67
p029,2022-04-04,03:17:17,2022-04-04,03:29:30,100,732,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,10,10,10,10,15,5,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Quite a lot,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,7,6,7,4,8,7,7,7,5 - Neither Agree nor Disagree,6,6,3,5 - Neither Agree nor Disagree,7,4,18,Female,25-34,NA,Labour,Somewhat liberal,Average,Employed (part-time),Completed college / university,Married,2,1,7,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,Dorset and Somerset,Shropshire and Staffordshire,NA,No,NA,1,2,5,2,1,4,2,2,4,EN-GB,British,£,0.067,attfirst,firstletter,P,S,allocator,nat_out,another national group,010,10,0.67
p030,2022-04-04,03:16:04,2022-04-04,03:29:40,100,816,EN-GB,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,10,10,5,15,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,12,8,15,5,15,5,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,8,3,7,8,8,9 - Strongly Agree,7,7,9 - Strongly Agree,9 - Strongly Agree,8,7,8,9 - Strongly Agree,5,18,Male,55-64,NA,Conservative,A little conservative,Average,Employed (part-time),Completed high school,Married,2,1,2,No,"2,000 to 10,000 inhabitants",I didn't move,NA,NA,Devon,Devon,Nationalism,No,NA,1,3,4,2,1,4,1,1,5,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_out_self,another national group,10,10,0.67
